30,0,14
30,303,15
31,606,14
30,909,14
32,1212,15
29,1515,14
30,1818,15
30,2121,14
30,2424,15
35,2727,14
34,3030,14
35,3333,14
37,3636,13
36,3939,12
39,4242,13
40,4545,13
49,4848,13
50,5151,12
49,5454,11
60,5757,11
61,6060,11
65,6363,10
67,6666,10
67,6969,10
65,7272,10
60,7575,10
59,7878,9
58,8181,10
50,8484,10
53,8787,9
51,9090,9
45,9393,9
40,9696,9
