Time ms,Euler x deg,Euler y deg,Euler z deg,Quat w,Quat y,Quat x,Quat z,Accel x m/s^2,Accel y m/s^2,Accel z m/s^2,Magnet x uT,Magnet y uT,Magnet z uT,Gravity x m/s^2,Gravity y m/s^2,Gravity z m/s^2,Linear x m/s^2,Linear y m/s^2,Linear z m/s^2,Gyro x rad/s,Gyro y rad/s,Gyro z rad/s,BNO Temp *C,Calibration,BME Temp *C,BME Pressure Pa, BME Altitude m,Time ms,Time (s) Zeroed,Altitude (m)
20026185,96,55,4294967274,0.5814,-0.4073,-0.27,-0.6505,-0.58,-0.05,0.18,-7.875,-30,-25.375,8.08,2.31,5.04,-8.62,-2.41,-5.53,2.0456,0.0533,-0.0089,60.93584,331,67.0214,58380,4415,20026238,20.586,3039
20026327,87,55,4294967259,0.6138,-0.4882,-0.1875,-0.5914,-0.58,0.03,0.19,-8.0625,-34.1875,-16.875,8.04,3.56,4.32,-8.6,-3.64,-4.26,1.9567,0.06,-0.0089,60.98832,331,67.08828,58316,4423,20026382,20.73,3047
20026470,79,54,4294967244,0.6352,-0.5634,-0.0977,-0.5192,-0.51,0.07,-0.12,-8.375,-38.6875,-9.75,8,4.64,3.23,-8.53,-4.55,-3.4,1.95,0.05,-0.0289,61.0408,331,67.15532,58254,4431,20026527,20.875,3055
20026619,69,54,4294967229,0.643,-0.6286,-0.0051,-0.4374,-0.5,0.24,-0.01,-8.875,-40.5,-1.375,7.96,5.41,1.85,-8.42,-5.14,-2.19,2.0056,0.0256,-0.0489,61.09328,331,67.22268,58196,4439,20026673,21.021,3063
20026763,58,53,4294967213,0.6368,-0.6813,0.0847,-0.351,-0.5,0.16,-0.34,-8.6875,-36.6875,9.1875,7.91,5.77,0.33,-8.39,-5.54,-0.24,2.0822,-0.01,-0.0656,61.1392,331,67.28104,58138,4446,20026820,21.168,3070
20026908,45,53,4294967196,0.6165,-0.7237,0.1741,-0.2567,-0.49,0.14,-0.22,-8.6875,-35.0625,19.6875,7.86,5.71,-1.29,-8.35,-5.66,1.12,2.0489,-0.0511,-0.0622,61.19168,331,67.34864,58083,4454,20026961,21.309,3078
20027049,30,52,4294967180,0.5837,-0.7533,0.2576,-0.1597,-0.45,0.09,-0.1,-8,-25.5,27.6875,7.8,5.21,-2.83,-8.25,-4.92,3.09,2.0044,-0.07,-0.0489,61.2376,331,67.40708,58026,4461,20027103,21.451,3085
20027191,12,52,4294967165,0.5369,-0.7704,0.3394,-0.0543,-0.45,0.13,0.04,-8.25,-17.25,34.875,7.74,4.24,-4.26,-8.15,-4.06,4.01,1.9778,-0.0667,-0.0344,61.29008,331,67.47436,57967,4469,20027248,21.596,3093
20027336,349,51,4294967148,0.4836,-0.773,0.4081,0.0443,-0.38,0.14,-0.05,-7,-5.5,37.5,7.67,3,-5.3,-8.05,-2.73,5.27,1.96,-0.09,-0.02,61.336,331,67.53304,57913,4476,20027389,21.737,3100
20027478,322,50,4294967133,0.4221,-0.763,0.4687,0.1415,-0.4,0.19,0.23,-8.1875,1.5,38,7.6,1.54,-5.99,-8.04,-1.33,6.21,1.9633,-0.0911,-0.0133,61.3688,331,67.57468,57871,4481,20027533,21.881,3105
20027621,292,50,4294967118,0.3532,-0.7409,0.5203,0.2358,-0.36,0.16,-0.31,-6.1875,11.5,35.25,7.52,-0.05,-6.28,-7.89,0.29,6.08,1.9089,-0.1011,0.0133,61.41472,331,67.6336,57820,4488,20027676,22.024,3112
20027764,261,49,167,0.2796,-0.7084,0.5613,0.3238,-0.35,0.13,-0.33,-4.6875,21.875,31.75,7.42,-1.75,-6.15,-7.77,1.81,5.93,1.8467,-0.11,0.0411,61.46064,331,67.6926,57770,4495,20027817,22.165,3119
20027906,233,48,153,0.203,-0.6679,0.5911,0.4039,-0.33,0,-0.09,-4.5,30.375,24.75,7.31,-3.24,-5.66,-7.68,3.17,5.46,1.7633,-0.1144,0.0767,61.49344,331,67.73416,57727,4500,20027961,22.309,3124
20028049,209,47,139,0.1211,-0.6185,0.6107,0.4795,-0.35,-0.03,0.1,-3.25,36.0625,17.25,7.19,-4.53,-4.88,-7.52,4.54,4.91,1.6333,-0.0956,0.1111,61.5328,331,67.78456,57682,4506,20028102,22.45,3130
20028190,190,46,126,0.0482,-0.5696,0.618,0.5396,-0.31,-0.06,0.31,-2.0625,39.375,9.375,7.05,-5.57,-3.9,-7.34,5.61,3.68,1.5167,-0.0733,0.1333,61.57872,331,67.84372,57634,4513,20028248,22.596,3137
20028336,176,45,115,-0.0206,-0.5195,0.6169,0.5909,-0.33,-0.01,0.15,-2.375,40.5625,2,6.91,-6.36,-2.78,-7.22,6.44,2.67,1.4211,-0.0511,0.1489,61.5984,331,67.86864,57608,4516,20028389,22.737,3140
20028475,164,43,104,-0.0854,-0.4682,0.6088,0.6347,-0.27,0,-0.11,-1.0625,42,-4.5625,6.77,-6.91,-1.58,-7.06,7.02,1.32,1.3711,-0.0256,0.1533,61.6312,331,67.91068,57571,4521,20028530,22.878,3145
20028616,155,42,93,-0.1473,-0.4148,0.5945,0.673,-0.3,0.04,-0.18,0.25,39.75,-11.6875,6.6,-7.24,-0.13,-6.89,7.24,0.09,1.34,0,0.1511,61.67056,331,67.96084,57523,4527,20028686,23.034,3151
20028774,146,41,82,-0.2139,-0.3517,0.5717,0.7098,-0.26,0.09,0.01,1.375,37.25,-18.75,6.46,-7.28,1.15,-6.71,7.3,-1.29,1.2933,0.02,0.1511,61.6968,331,67.99476,57497,4531,20028825,23.173,3155
20028913,140,40,73,-0.2682,-0.296,0.5467,0.7359,-0.27,-0.07,0.07,3.5,32.25,-25.875,6.31,-7.11,2.4,-6.55,7.05,-2.26,1.2378,0.0333,0.15,61.72304,331,68.02788,57461,4535,20028966,23.314,3159
20029052,134,39,63,-0.3181,-0.2418,0.5182,0.7562,-0.24,0,0.15,4.1875,27.25,-31.5625,6.15,-6.76,3.54,-6.38,6.75,-3.63,1.1589,0.0511,0.1556,61.75584,331,68.07032,57429,4540,20029110,23.458,3164
20029198,129,37,54,-0.3634,-0.1904,0.4869,0.7711,-0.2,0.08,0.04,5.0625,21.375,-36.875,5.98,-6.27,4.58,-6.19,6.35,-4.66,1.1089,0.08,0.15,61.78864,331,68.11212,57389,4545,20029251,23.599,3169
20029339,125,36,46,-0.4044,-0.1407,0.4526,0.7822,-0.2,0.03,0.01,5.875,19.1875,-39.0625,5.8,-5.65,5.52,-6,5.65,-5.54,1.0611,0.1133,0.1422,61.80832,331,68.13712,57364,4548,20029394,23.742,3172
20029483,121,35,38,-0.4437,-0.0892,0.413,0.7903,-0.22,0.02,-0.08,7.6875,11.75,-42.0625,5.59,-4.86,6.41,-5.8,4.87,-6.25,1.0533,0.1367,0.1267,61.83456,331,68.17072,57334,4552,20029536,23.884,3176
20029624,118,33,30,-0.4769,-0.0411,0.3723,0.7952,-0.2,0.04,-0.01,8.375,6.375,-42.0625,5.39,-3.98,7.15,-5.59,4.05,-7.07,1.0611,0.1644,0.1022,61.8608,331,68.20432,57304,4556,20029675,24.023,3180
20029763,115,32,22,-0.5045,0.0041,0.3314,0.7972,-0.18,0.06,-0.09,9.75,-0.5625,-44.75,5.17,-2.99,7.77,-5.33,2.99,-7.74,1.06,0.1822,0.0722,61.88048,331,68.22924,57278,4559,20029820,24.168,3183
20029908,112,30,14,-0.5316,0.0557,0.2821,0.7967,-0.18,0.03,0.05,9.875,-6.875,-44.75,4.95,-1.91,8.24,-5.11,1.85,-8.25,1.0444,0.19,0.0444,61.90672,331,68.26324,57253,4563,20029962,24.31,3187
20030050,110,29,6,-0.5525,0.1033,0.2344,0.7932,-0.16,0.11,0,11.0625,-13.875,-44.25,4.73,-0.76,8.55,-4.9,0.77,-8.57,1.0444,0.1933,0.0222,61.91984,331,68.28028,57241,4565,20030101,24.449,3189
20030195,108,27,4294967295,-0.5702,0.1542,0.1819,0.7861,-0.15,0.01,0,12.0625,-20.0625,-41.1875,4.49,0.51,8.69,-4.66,-0.47,-8.63,1.0422,0.1889,-0.0122,61.94608,331,68.31332,57204,4569,20030251,24.599,3193
20030337,106,26,4294967287,-0.5823,0.201,0.1321,0.7766,-0.15,-0.02,0.02,13.0625,-23.6875,-38.5625,4.27,1.72,8.65,-4.44,-1.65,-8.57,1.0233,0.1844,-0.0311,61.9592,331,68.33028,57191,4571,20030390,24.738,3195
20030478,104,24,4294967279,-0.5903,0.2462,0.0825,0.7643,-0.14,0,-0.03,14.25,-29.5625,-35.875,4.05,2.9,8.44,-4.19,-3.02,-8.27,1.0078,0.1833,-0.0489,61.97888,331,68.35552,57169,4574,20030535,24.883,3198
20030623,103,23,4294967271,-0.5948,0.2896,0.0328,0.7491,-0.15,0.01,-0.05,15.5,-33.875,-32.75,3.82,4.03,8.07,-3.96,-4.13,-8.05,0.9989,0.18,-0.0589,61.992,331,68.3724,57155,4576,20030679,25.027,3200
20030767,101,21,4294967264,-0.596,0.3317,-0.0168,0.7311,-0.15,0.09,0.1,16.0625,-38.5625,-25.75,3.58,5.17,7.51,-3.74,-5.09,-7.5,0.9922,0.1744,-0.0733,62.00512,331,68.3892,57140,4578,20030820,25.168,3202
20030912,100,20,4294967256,-0.5933,0.3749,-0.0699,0.7089,-0.14,0.1,0.05,16.75,-41.875,-21.75,3.35,6.16,6.84,-3.48,-6.17,-6.78,0.9978,0.1722,-0.0944,62.01824,331,68.40568,57121,4580,20030965,25.313,3204
20031053,98,18,4294967248,-0.5867,0.4139,-0.1199,0.6856,-0.13,0.17,-0.03,17,-44.375,-18.6875,3.11,7.06,6.04,-3.22,-7.01,-6.04,1.0044,0.1656,-0.1256,62.03136,331,68.42264,57108,4582,20031107,25.455,3206
20031195,97,17,4294967241,-0.5758,0.4515,-0.1699,0.6601,-0.15,0.1,-0.07,17.875,-46.6875,-10.25,2.84,7.92,5.02,-2.97,-7.81,-5.04,1.0189,0.1467,-0.1489,62.04448,331,68.43936,57092,4584,20031254,25.602,3208
20031342,96,15,4294967232,-0.5587,0.4912,-0.2232,0.6299,-0.12,0.12,-0.02,18.375,-47.25,-6.75,2.58,8.6,3.92,-2.71,-8.36,-3.92,1.0633,0.1144,-0.1756,62.05104,331,68.44772,57084,4585,20031393,25.741,3209
20031481,96,14,4294967225,-0.5367,0.5286,-0.2732,0.5982,-0.14,0.21,-0.14,19.1875,-46.875,-1,2.32,9.14,2.67,-2.46,-9.03,-2.75,1.1211,0.0756,-0.2033,62.06416,331,68.46492,57074,4587,20031535,25.883,3211
20031625,95,12,4294967215,-0.5082,0.5661,-0.3228,0.563,-0.13,0.19,-0.17,20.75,-45.6875,5.5625,2.03,9.5,1.26,-2.13,-9.37,-1.26,1.1633,0.0244,-0.2244,62.06416,331,68.46476,57072,4587,20031680,26.028,3211
20031768,95,10,4294967206,-0.4731,0.603,-0.3704,0.5247,-0.15,0.22,-0.04,21.75,-41.875,13.0625,1.74,9.64,-0.23,-1.83,-9.39,0.18,1.2011,-0.0311,-0.2367,62.07072,331,68.47296,57062,4588,20031821,26.169,3212
20031907,96,8,4294967197,-0.4317,0.6388,-0.415,0.483,-0.11,0.16,-0.04,23.0625,-38.5625,18.75,1.4,9.51,-1.91,-1.54,-9.32,1.71,1.2278,-0.0867,-0.2311,62.07728,331,68.48164,57058,4589,20031965,26.313,3213
20032053,97,6,4294967188,-0.3807,0.6751,-0.4584,0.4349,-0.11,0.08,-0.09,25.0625,-34.375,25.875,1.08,9.1,-3.47,-1.21,-8.94,3.46,1.2567,-0.1367,-0.2233,62.07728,331,68.48132,57054,4589,20032106,26.454,3213
20032194,99,4,4294967178,-0.3276,0.7064,-0.4941,0.3867,-0.11,0.19,-0.06,25.5,-30,30.25,0.74,8.41,-4.97,-0.87,-8.32,4.9,1.2811,-0.1811,-0.2011,62.08384,331,68.48976,57047,4590,20032245,26.593,3214
20032337,102,2,4294967167,-0.27,0.7346,-0.5244,0.3354,-0.11,0.08,-0.04,27.6875,-23,32.0625,0.38,7.45,-6.35,-0.5,-7.26,6.38,1.2967,-0.2189,-0.1789,62.08384,331,68.48976,57047,4590,20032391,26.739,3214
20032479,288,0,4294967158,-0.2088,0.759,-0.5485,0.282,-0.11,0.14,-0.15,29.75,-16,35.6875,0.02,6.26,-7.54,-0.12,-6,7.59,1.2967,-0.25,-0.1411,62.08384,331,68.49008,57051,4590,20032534,26.882,3214
20032622,287,4294967295,4294967148,-0.1451,0.779,-0.5663,0.2266,-0.13,0.11,-0.01,32.6875,-8.5625,36.5625,-0.37,4.75,-8.56,0.27,-4.54,8.61,1.3089,-0.2711,-0.11,62.07728,331,68.4814,57055,4589,20032679,27.027,3213
20032768,287,4294967292,4294967137,-0.0747,0.7954,-0.5784,0.1649,-0.11,0.11,0.03,34.5625,1,38.75,-0.75,3.18,-9.24,0.65,-2.96,9.16,1.31,-0.2822,-0.0711,62.07728,331,68.48124,57053,4589,20032823,27.171,3213
20032909,288,4294967290,4294967127,-0.0085,0.8057,-0.5826,0.1064,-0.1,0.12,0.06,35.1875,7.875,35.375,-1.13,1.54,-9.61,1.01,-1.3,9.44,1.2922,-0.2856,-0.0256,62.07072,331,68.47296,57062,4588,20032968,27.316,3212
20033056,288,4294967288,4294967117,0.0611,0.8117,-0.5792,0.0442,-0.14,0.08,0,37.6875,14.875,33.0625,-1.52,-0.22,-9.68,1.38,0.29,9.71,1.2678,-0.2733,0.02,62.07072,331,68.4732,57065,4588,20033110,27.458,3212
20033198,289,4294967286,171,0.1241,0.8126,-0.5693,-0.0137,-0.19,-0.16,0.06,38.5625,19.1875,30.0625,-1.87,-1.82,-9.45,1.77,2.11,9.24,1.2556,-0.26,0.0556,62.01824,331,68.40568,57121,4580,20033251,27.599,3204
20033337,290,4294967284,161,0.1852,0.807,-0.5563,-0.0699,0.07,-0.33,-2.38,40.6875,25.5,26.1875,-2.21,-3.34,-8.95,2.35,3.61,10.91,1.2711,-0.2156,0.0522,62.07072,331,68.47288,57061,4588,20033394,27.742,3212
20033482,292,4294967282,151,0.2439,0.798,-0.5355,-0.1298,-0.56,0,-0.13,41.5625,29.0625,20.5,-2.49,-4.79,-8.18,2.12,4.86,8.22,1.3033,-0.1889,0.1067,62.06416,331,68.46492,57074,4587,20033536,27.884,3211
20033624,294,4294967280,141,0.3004,0.785,-0.5074,-0.1899,-1.5,0.26,-0.34,42.375,32,14,-2.77,-6.08,-7.17,2.1,6.04,6.76,1.3233,-0.1767,0.1511,62.05104,331,68.44804,57088,4585,20033681,28.029,3209
20033769,69,4294967278,131,0.3591,0.7663,-0.4691,-0.2526,-1.37,-0.43,-3.35,44.0625,35.1875,7,-3.12,-7.23,-5.83,1,7.57,8.72,1.3056,-0.1256,0.2678,62.03792,331,68.431,57100,4583,20033822,28.17,3207
20033912,74,4294967276,120,0.4042,0.7488,-0.4244,-0.3096,-22.35,10.85,3.72,44.6875,34.875,-0.0625,-3.37,-8.01,-4.53,-34.81,19.5,0.12,1.2711,0.1244,-0.0556,62.06416,331,68.46452,57069,4587,20033968,28.316,3211
20034056,83,4294967278,111,0.4238,0.7206,-0.3978,-0.3779,-31.68,-28.56,-13.5,43.375,35.0625,-6.0625,-3.5,-8.56,-3.23,-24.05,-20.2,-8.45,0.4622,-1.2756,2.5411,61.98544,331,68.36412,57164,4575,20034115,28.463,3199
20034203,40,4294967247,103,0.6125,0.716,-0.248,-0.2249,-9.79,12.44,3.89,51.6875,28.1875,-11.75,-8.04,-5.51,-1,-3.6,21.87,4.93,0.2456,-2.7433,3.9233,62.10352,332,68.51476,57022,4593,20034254,28.602,3217
20034342,15,4294967229,71,0.7412,0.6443,-0.1581,-0.1021,-13.74,25.15,10.6,52.75,5.875,-26.0625,-8.97,-3.71,1.35,-3.58,25.1,7.24,0.1189,-0.8456,-1.2589,62.10352,332,68.51508,57026,4593,20034400,28.748,3217
